customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
ZP80713,Arizona,F,Master,2772.4413,79663.0,69.0,1/0/00,Personal Auto,Two-Door Car,263.957201
OK50159,Arizona,F,Bachelor,4305.7932,31071.0,111.0,1/2/00,Personal Auto,Sports Car,215.23091000000002
TP54769,California,F,Bachelor,5103.3576,39452.0,131.0,1/0/00,Corporate Auto,SUV,398.190882
FS49381,Oregon,F,Bachelor,4784.9605,25813.0,61.0,1/0/00,Personal Auto,Four-Door Car,205.332749
DQ79499,Oregon,F,Doctor,10541.1098,59965.0,131.0,1/0/00,Personal Auto,SUV,905.0304480000001
VH31965,Washington,Male,Bachelor,5285.1187,40783.0,67.0,1/1/00,Personal Auto,Four-Door Car,321.6
VO25602,Nevada,F,College,7610.8405,98701.0,94.0,1/0/00,Personal Auto,Four-Door Car,79.61563100000001
EP93369,Arizona,F,College,8510.5259,0.0,121.0,1/0/00,Personal Auto,Sports Car,871.2
DQ45854,Oregon,F,College,16172.9405,64388.0,68.0,1/0/00,Personal Auto,Four-Door Car,12.394834
QG15661,Oregon,M,College,2425.4948,66841.0,62.0,1/0/00,Personal Auto,Four-Door Car,123.43663400000001
YA80645,Oregon,F,High School or Below,2899.3171999999995,33738.0,74.0,1/1/00,Corporate Auto,Four-Door Car,304.39047200000005
TW16499,California,M,Bachelor,3633.054,43334.0,95.0,1/2/00,Corporate Auto,Two-Door Car,614.367195
UP97629,California,F,College,3457.1542,0.0,91.0,1/0/00,Personal Auto,Four-Door Car,245.673365
NU42684,Nevada,F,College,3394.7203000000004,83431.0,84.0,1/0/00,Personal Auto,Four-Door Car,403.2
EM85557,Washington,F,College,8021.067099999999,54292.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
BM69818,Oregon,M,Bachelor,5841.5281,0.0,79.0,1/0/00,Personal Auto,Four-Door Car,379.2
HK15299,California,M,High School or Below,5479.854200000001,38210.0,69.0,1/0/00,Personal Auto,Four-Door Car,383.043363
NP88496,Nevada,F,High School or Below,20455.249499999998,0.0,67.0,1/0/00,Personal Auto,Four-Door Car,482.4
SB99002,Oregon,F,Bachelor,8319.123,49734.0,69.0,1/0/00,Corporate Auto,Four-Door Car,154.748539
ZH42145,Washington,F,High School or Below,2582.8623000000002,50148.0,65.0,1/0/00,Corporate Auto,Four-Door Car,323.48523900000004
JG30837,Oregon,M,College,4163.7934000000005,11689.0,117.0,1/0/00,Corporate Auto,SUV,561.6
AC22873,Arizona,F,High School or Below,4853.1003,17120.0,125.0,1/0/00,Special Auto,SUV,717.2859490000001
RO85831,Oregon,M,High School or Below,7531.6973,82157.0,188.0,1/0/00,Corporate Auto,Luxury Car,1353.6
NN65845,Washington,F,Bachelors,2585.937,21603.0,68.0,1/2/00,Personal Auto,Four-Door Car,326.4
RZ27571,Washington,F,Bachelor,2695.9639,25544.0,68.0,1/0/00,Personal Auto,Four-Door Car,326.4
GH31557,California,M,High School or Below,2684.5815999999995,98121.0,67.0,1/0/00,Personal Auto,Two-Door Car,383.655742
MK73855,Washington,F,High School or Below,8109.3646,32314.0,68.0,1/0/00,Personal Auto,Four-Door Car,326.4
IO27771,Oregon,F,College,9036.6576,89382.0,112.0,1/0/00,Corporate Auto,Four-Door Car,573.990258
HB99061,Arizona,F,High School or Below,5352.187,97742.0,132.0,1/0/00,Corporate Auto,SUV,199.590599
HQ82089,Arizona,F,High School or Below,11880.9662,0.0,114.0,1/0/00,Personal Auto,Four-Door Car,820.8
JN72184,Oregon,M,College,2557.0942999999997,0.0,73.0,1/0/00,Corporate Auto,Four-Door Car,525.6
WQ46946,California,F,College,7914.8231000000005,77153.0,99.0,1/1/00,Personal Auto,Four-Door Car,355.641958
WJ44028,California,M,Master,9840.0826,94590.0,81.0,1/0/00,Personal Auto,Two-Door Car,388.8
WH77063,Arizona,F,High School or Below,4351.5505,74163.0,108.0,1/0/00,Personal Auto,Four-Door Car,518.4
FI13966,Oregon,F,High School or Below,22207.8262,40450.0,287.0,1/3/00,Personal Auto,Luxury SUV,1377.6
AQ46199,Oregon,M,High School or Below,4825.2586,0.0,71.0,1/0/00,Personal Auto,Two-Door Car,511.2
WV69362,Arizona,F,High School or Below,6947.8388,0.0,99.0,1/0/00,Corporate Auto,Two-Door Car,475.2
RJ90816,California,F,College,3344.8095000000003,33243.0,85.0,1/0/00,Personal Auto,Four-Door Car,24.555177
NH19236,Arizona,M,Master,2357.5031,0.0,64.0,1/0/00,Personal Auto,Four-Door Car,199.791024
VW88911,Oregon,M,High School or Below,35944.7105,0.0,114.0,1/0/00,Corporate Auto,Four-Door Car,820.8
NV14535,Nevada,M,High School or Below,10408.9687,20228.0,101.0,1/1/00,Personal Auto,SUV,523.815839
BM66931,Arizona,F,High School or Below,4048.1613,92801.0,100.0,1/0/00,Personal Auto,SUV,407.045238
JW24035,Oregon,M,College,6852.001899999999,0.0,69.0,1/1/00,Personal Auto,Four-Door Car,406.99944300000004
PG82270,California,M,College,2903.0242,36845.0,74.0,1/0/00,Personal Auto,Four-Door Car,355.2
RW65101,California,F,College,18039.1142,0.0,63.0,1/0/00,Personal Auto,Four-Door Car,503.204804
QO79771,California,F,Master,3242.0439,72330.0,81.0,1/2/00,Personal Auto,Four-Door Car,126.509441
EC44438,Nevada,F,Bachelor,2467.6207999999997,19352.0,65.0,1/0/00,Personal Auto,Four-Door Car,724.463534
MW54213,Arizona,M,College,5674.3834,0.0,62.0,1/5/00,Personal Auto,Four-Door Car,297.6
ZN33412,Arizona,F,College,8634.356,25073.0,79.0,1/0/00,Personal Auto,Four-Door Car,379.2
HZ56678,Oregon,F,High School or Below,2780.1969,20261.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6
AN36757,Oregon,M,Master,22056.005,66851.0,92.0,1/2/00,Personal Auto,Four-Door Car,408.550442
NB54665,Arizona,F,High School or Below,2514.592,43860.0,65.0,1/0/00,Corporate Auto,Four-Door Car,156.124914
MG99229,Oregon,M,College,5886.2211,0.0,180.0,1/0/00,Corporate Auto,Luxury Car,1777.4712710000001
MX76292,California,F,Doctor,7706.0363,48019.0,64.0,1/0/00,Corporate Auto,Four-Door Car,137.665031
EJ90880,California,M,College,2790.4582,28786.0,71.0,1/1/00,Personal Auto,Four-Door Car,345.619809
WO95180,California,F,High School or Below,2397.0361,22283.0,65.0,1/0/00,Corporate Auto,Four-Door Car,572.072106
BU53191,Arizona,F,Bachelor,8834.3228,34133.0,111.0,1/0/00,Personal Auto,SUV,226.9684
ZK54897,Arizona,M,Master,14435.673700000001,60880.0,119.0,1/0/00,Personal Auto,Two-Door Car,109.906628
PP48389,California,F,Bachelor,6871.966600000001,0.0,196.0,1/2/00,Personal Auto,Sports Car,940.8
XD29421,Oregon,M,High School or Below,15362.3544,48115.0,192.0,1/0/00,Personal Auto,Luxury Car,1382.4
OP26403,California,F,College,4834.7975,32017.0,62.0,1/2/00,Personal Auto,Four-Door Car,297.6
XK15687,Oregon,F,High School or Below,10899.3018,58518.0,136.0,1/0/00,Personal Auto,SUV,323.63741400000004
ED29955,California,M,Bachelor,5284.041,61542.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
QT84720,Oregon,F,Bachelor,2891.7268,56761.0,73.0,1/1/00,Corporate Auto,Two-Door Car,85.146928
ZH35315,California,M,College,4900.5451,22976.0,66.0,1/0/00,Personal Auto,Four-Door Car,345.951322
EE76374,Nevada,F,High School or Below,20842.596299999997,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,709.082334
SH51981,Washington,M,College,5246.057199999999,70301.0,67.0,1/0/00,Personal Auto,Four-Door Car,328.942798
BS13111,Arizona,M,Bachelor,6630.8360999999995,0.0,66.0,1/0/00,Personal Auto,Four-Door Car,315.95018500000003
JP12645,Arizona,M,Bachelor,12036.6205,44428.0,104.0,1/0/00,Personal Auto,SUV,499.2
ZF28570,Nevada,M,Bachelor,3895.0348,52361.0,102.0,1/0/00,Personal Auto,Four-Door Car,645.952371
UU93074,California,M,College,11701.0699,32435.0,297.0,1/0/00,Personal Auto,Luxury Car,1767.348807
SZ60450,California,M,High School or Below,3419.1086999999998,40272.0,86.0,1/0/00,Personal Auto,Two-Door Car,23.387192000000002
HL63895,Arizona,M,Master,7302.7751,30492.0,61.0,1/0/00,Personal Auto,Four-Door Car,171.38289
UD27196,Arizona,M,High School or Below,19685.4091,51524.0,244.0,1/0/00,Personal Auto,Luxury Car,1171.2
OU53351,Arizona,M,College,2486.0649,36635.0,63.0,1/0/00,Corporate Auto,Four-Door Car,302.4
SX50964,Arizona,F,Bachelor,5224.3288,83389.0,65.0,1/0/00,Corporate Auto,Two-Door Car,209.25613
RP30093,Oregon,F,Bachelor,49221.430700000004,63035.0,153.0,1/0/00,Personal Auto,SUV,734.4
BK73302,California,M,Bachelor,3167.8887,61638.0,82.0,1/2/00,Corporate Auto,Four-Door Car,544.3400790000001
CS93971,Arizona,F,College,7805.312900000001,21073.0,106.0,1/1/00,Personal Auto,SUV,508.8
RG13940,California,F,College,13197.928899999999,0.0,68.0,1/3/00,Personal Auto,Four-Door Car,326.4
ZG94155,Oregon,M,Bachelor,6234.305899999999,0.0,82.0,1/0/00,Personal Auto,Two-Door Car,192.7604
QN15356,Arizona,M,College,7539.600600000001,0.0,74.0,1/0/00,Personal Auto,Four-Door Car,532.8
MZ16820,Nevada,M,High School or Below,8157.9336,86811.0,102.0,1/0/00,Corporate Auto,Four-Door Car,489.6
DO98345,Oregon,M,High School or Below,13156.749,72517.0,82.0,1/0/00,Personal Auto,Two-Door Car,371.458196
PA48777,Washington,F,High School or Below,2491.2576,25965.0,5353.0,1/0/00,Personal Auto,Four-Door Car,329.206567
UK76814,Oregon,F,Doctor,5339.3884,84424.0,66.0,1/0/00,Personal Auto,Four-Door Car,231.53700099999998
SR30440,California,F,College,8649.175,43383.0,109.0,1/0/00,Personal Auto,SUV,757.593913
XE66367,Oregon,M,High School or Below,7519.1336,96306.0,95.0,1/1/00,Special Auto,Four-Door Car,185.355353
SZ70655,California,F,College,4293.0096,0.0,61.0,1/0/00,Corporate Auto,Two-Door Car,292.8
UV54502,Washington,female,High School or Below,2537.7445000000002,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
DK98861,Arizona,F,College,13160.338899999999,94125.0,109.0,1/0/00,Personal Auto,SUV,341.680131
JX14364,Oregon,M,College,13235.544399999999,39778.0,112.0,1/0/00,Personal Auto,SUV,806.4
LI85491,Oregon,F,High School or Below,3744.5777000000003,0.0,101.0,1/0/00,Personal Auto,SUV,727.2
JY87538,Oregon,F,College,28486.072799999998,91871.0,102.0,1/0/00,Personal Auto,SUV,346.845129
VE55982,Nevada,M,Bachelor,2644.6846,54000.0,66.0,1/0/00,Corporate Auto,Two-Door Car,373.881547
WK99918,Oregon,M,Doctor,5073.2821,57709.0,125.0,1/0/00,Personal Auto,SUV,600.0
XP16538,Arizona,F,High School or Below,4272.5851,81132.0,107.0,1/0/00,Corporate Auto,SUV,419.10555899999997
HW42900,California,M,College,11003.0165,22926.0,93.0,1/0/00,Corporate Auto,Four-Door Car,479.934846
JG84729,Arizona,F,College,14181.6428,0.0,72.0,1/2/00,Personal Auto,Four-Door Car,345.6
XH85336,Washington,M,Bachelor,5548.031899999999,67798.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
ND29059,Oregon,M,Bachelor,11077.6859,78011.0,138.0,1/0/00,Personal Auto,SUV,619.6986440000001
HC76653,Oregon,M,College,2435.689,32931.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6
SG73822,California,F,Bachelor,8743.8522,99517.0,109.0,1/0/00,Personal Auto,Four-Door Car,239.90520800000002
CB44654,Arizona,M,Bachelor,2409.7608999999998,59665.0,62.0,1/1/00,Personal Auto,Two-Door Car,167.138119
MP53505,Washington,F,High School or Below,5500.0125,86073.0,136.0,1/0/00,Corporate Auto,Sports Car,333.5671
YJ43481,Arizona,F,High School or Below,8528.2887,91099.0,107.0,1/0/00,Corporate Auto,SUV,406.430632
TP15362,Oregon,M,College,3591.9961,28013.0,91.0,1/0/00,Personal Auto,Four-Door Car,655.2
YX90754,Nevada,F,High School or Below,8539.8269,55478.0,71.0,1/0/00,Personal Auto,Two-Door Car,339.39959300000004
TQ32702,Nevada,F,College,6990.9178,22568.0,88.0,1/0/00,Corporate Auto,Four-Door Car,422.4
TS50305,California,F,High School or Below,3979.3882,0.0,112.0,1/0/00,Personal Auto,SUV,806.4
BY22068,Arizona,M,High School or Below,23950.3744,39335.0,201.0,1/0/00,Corporate Auto,Luxury SUV,964.8
TJ48439,Oregon,F,College,2321.0525,0.0,66.0,1/0/00,Personal Auto,Two-Door Car,508.703134
TE61015,Oregon,M,College,5087.0205,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6
RD89159,Oregon,M,College,4362.9312,58842.0,110.0,1/0/00,Personal Auto,Four-Door Car,528.0
VW86720,Oregon,F,Bachelor,7457.468100000001,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,678.2098269999999
UM76485,Oregon,M,College,7027.759599999999,0.0,102.0,1/0/00,Personal Auto,SUV,489.6
LS62045,Oregon,F,Bachelor,2831.6837,70037.0,70.0,1/0/00,Personal Auto,Four-Door Car,409.985435
ZG84862,Nevada,M,High School or Below,4217.8579,0.0,62.0,1/0/00,Personal Auto,Two-Door Car,446.4
CD76093,Nevada,M,College,7596.2915,59847.0,192.0,1/0/00,Corporate Auto,Luxury Car,921.6
FO99259,California,M,Bachelor,8365.6776,26630.0,118.0,1/0/00,Personal Auto,Four-Door Car,581.077056
KN87338,Oregon,F,High School or Below,2726.393,48039.0,68.0,1/0/00,Personal Auto,Four-Door Car,11.451889
LT89398,California,M,High School or Below,3420.4521999999997,0.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6
NZ19529,Arizona,M,High School or Below,4839.1071999999995,0.0,137.0,1/0/00,Personal Auto,SUV,1227.458548
PR41853,Arizona,F,Bachelor,4358.5535,0.0,118.0,1/0/00,Corporate Auto,Sports Car,101.82680400000001
ZF40671,Washington,F,Master,12427.3937,15818.0,107.0,1/0/00,Personal Auto,Two-Door Car,333.886816
XR84971,Oregon,F,Doctor,23515.853300000002,36537.0,85.0,1/0/00,Personal Auto,Four-Door Car,165.309001
BP83941,Arizona,F,Master,8396.3276,0.0,115.0,1/1/00,Personal Auto,SUV,552.0
PY80449,Arizona,M,High School or Below,5170.9764000000005,53603.0,132.0,1/1/00,Personal Auto,Sports Car,697.272246
ET22260,Nevada,M,Doctor,5585.3081,0.0,80.0,1/0/00,Corporate Auto,Four-Door Car,6.281344
OF47250,California,F,Doctor,8639.495,92374.0,107.0,1/1/00,Personal Auto,SUV,220.018279
WB58031,California,M,High School or Below,5281.8335,39658.0,66.0,1/0/00,Corporate Auto,Four-Door Car,316.8
UV80201,Oregon,F,Bachelor,8385.2523,0.0,116.0,1/0/00,Personal Auto,Sports Car,556.8
PY10605,Arizona,M,Bachelor,4633.1013,0.0,70.0,1/0/00,Personal Auto,Two-Door Car,336.0
JI82682,California,F,High School or Below,2480.3927,0.0,65.0,1/0/00,Personal Auto,Four-Door Car,328.31422200000003
BU14748,Arizona,M,High School or Below,3618.6869,50755.0,91.0,1/0/00,Personal Auto,Two-Door Car,436.8
QK18099,Washington,F,College,5375.8428,69050.0,67.0,1/0/00,Personal Auto,Four-Door Car,334.89243700000003
LD26428,Oregon,M,Bachelor,4893.2915,0.0,73.0,1/0/00,Corporate Auto,Four-Door Car,680.047456
MY43761,California,M,High School or Below,10737.684299999999,50607.0,137.0,1/0/00,Personal Auto,SUV,657.6
WQ89892,Washington,F,College,2607.8154999999997,0.0,70.0,1/1/00,Special Auto,Two-Door Car,336.0
GY55415,Nevada,F,Bachelor,15725.2505,0.0,149.0,1/0/00,Corporate Auto,SUV,1072.8
IB42395,Nevada,M,College,9553.415500000001,0.0,146.0,1/0/00,Corporate Auto,SUV,1051.2
ZU74482,Oregon,M,College,7507.455400000001,60920.0,64.0,1/0/00,Personal Auto,Two-Door Car,231.20188599999997
NL74789,California,F,Bachelor,7324.928199999999,0.0,105.0,1/0/00,Special Auto,Two-Door Car,504.0
YU86594,Oregon,M,High School or Below,5333.038100000001,55674.0,66.0,1/0/00,Personal Auto,Four-Door Car,81.710575
QN37451,California,M,College,12767.2306,0.0,189.0,1/0/00,Corporate Auto,Luxury Car,2201.327879
GD83998,Washington,M,Bachelor,2659.3379999999997,24495.0,70.0,1/0/00,Personal Auto,Four-Door Car,336.0
IL83479,Oregon,F,College,3483.6304,42983.0,86.0,1/0/00,Personal Auto,Four-Door Car,412.8
EF87528,Arizona,M,College,4636.5465,26802.0,66.0,1/1/00,Special Auto,Two-Door Car,316.8
IV74747,California,M,Doctor,17530.0366,0.0,97.0,1/0/00,Corporate Auto,Four-Door Car,469.229028
JZ81608,Oregon,M,High School or Below,6978.7198,53808.0,88.0,1/0/00,Personal Auto,Four-Door Car,189.835063
EO40136,Arizona,F,College,2912.2484000000004,93403.0,73.0,1/0/00,Personal Auto,Four-Door Car,295.224598
ZR40902,Oregon,F,Bachelor,4209.2793,26435.0,111.0,1/1/00,Corporate Auto,Four-Door Car,1012.249308
PO89542,Oregon,F,Bachelor,5009.8089,0.0,68.0,1/0/00,Personal Auto,Four-Door Car,326.4
FX57380,California,F,Bachelor,5217.5133000000005,39854.0,66.0,1/0/00,Personal Auto,Two-Door Car,261.930545
NM22175,Oregon,M,College,11490.336200000002,0.0,161.0,1/0/00,Personal Auto,SUV,1052.933035
BC97773,Nevada,F,Master,2864.5440000000003,91368.0,71.0,1/0/00,Personal Auto,Four-Door Car,395.32840699999997
MN34012,Arizona,M,Bachelor,8403.9102,0.0,115.0,1/0/00,Personal Auto,SUV,552.0
KY29506,California,F,College,20395.9688,92850.0,104.0,1/1/00,Personal Auto,Four-Door Car,499.2
VU84949,Washington,F,Bachelors,5292.6325,0.0,70.0,1/0/00,Personal Auto,Two-Door Car,336.0
HC20975,Arizona,M,Bachelor,16727.7719,30915.0,72.0,1/2/00,Personal Auto,Four-Door Car,345.6
IF87079,Arizona,F,Master,5801.128299999999,48927.0,72.0,1/0/00,Personal Auto,Four-Door Car,139.354893
EP18940,Oregon,F,Bachelor,9472.9738,0.0,86.0,1/0/00,Personal Auto,Four-Door Car,412.8
SB44003,Arizona,F,College,10484.9154,61108.0,89.0,1/0/00,Personal Auto,Four-Door Car,49.451116999999996
MK15785,Nevada,M,Master,4387.3109,48015.0,110.0,1/0/00,Corporate Auto,Sports Car,528.0
VP89545,Arizona,M,College,4522.8835,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8
HJ58678,Nevada,F,College,5418.152099999999,57587.0,68.0,1/0/00,Personal Auto,Four-Door Car,257.090387
MW80236,Washington,M,Master,,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,336.0
IA52178,Arizona,F,College,15785.2969,81119.0,196.0,1/0/00,Corporate Auto,SUV,940.8
WC42895,California,F,Bachelor,22110.397999999997,65724.0,70.0,1/0/00,Personal Auto,Four-Door Car,14.518312
JP41935,Washington,M,High School or Below,13596.1997,20128.0,70.0,1/2/00,Personal Auto,Four-Door Car,336.0
YM77369,Oregon,M,High School or Below,4756.1262,56146.0,119.0,1/0/00,Corporate Auto,Four-Door Car,401.785805
WV15213,California,M,Bachelor,2447.0531,84658.0,62.0,1/0/00,Personal Auto,Four-Door Car,44.780402
GX37592,Nevada,F,College,5675.9232999999995,33257.0,72.0,1/1/00,Personal Auto,Four-Door Car,345.6
VM34210,Washington,F,College,7399.032099999999,0.0,101.0,1/0/00,Personal Auto,SUV,337.61714900000004
YJ59924,Oregon,M,College,7308.4339,31115.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6
OO35641,Oregon,F,College,32871.7478,78487.0,117.0,1/0/00,Personal Auto,SUV,448.25501900000006
EU54076,Oregon,M,Bachelor,5228.9201,92472.0,65.0,1/0/00,Corporate Auto,Four-Door Car,240.22141499999998
QH56750,Arizona,M,High School or Below,20700.8645,0.0,64.0,1/0/00,Personal Auto,Four-Door Car,460.8
PQ27923,Washington,M,Master,6333.0307999999995,71737.0,79.0,1/0/00,Personal Auto,Two-Door Car,338.79562000000004
ES16126,California,M,College,4330.3859999999995,60475.0,107.0,1/0/00,Personal Auto,Four-Door Car,513.6
PG42834,Arizona,F,Bachelor,6292.7354000000005,26577.0,79.0,1/0/00,Personal Auto,Four-Door Car,73.719521
OY44814,Arizona,M,High School or Below,4917.8896,0.0,71.0,1/0/00,Personal Auto,Two-Door Car,511.2
JI97190,California,M,High School or Below,5165.81,43461.0,64.0,1/0/00,Personal Auto,Two-Door Car,307.2
ZK61113,Oregon,M,High School or Below,6291.59,0.0,94.0,1/0/00,Personal Auto,Two-Door Car,676.8
MU88116,Oregon,F,Master,4582.6741999999995,69085.0,113.0,1/0/00,Corporate Auto,Sports Car,472.27190700000006
TP61305,California,M,High School or Below,6062.4416,0.0,84.0,1/0/00,Personal Auto,Four-Door Car,604.8
ZY20779,Washington,M,High School or Below,4979.0799,0.0,71.0,1/0/00,Personal Auto,Two-Door Car,340.8
KP65334,California,F,College,5830.5614000000005,0.0,77.0,1/0/00,Corporate Auto,Four-Door Car,783.431945
OH15677,California,M,High School or Below,3742.5791,0.0,110.0,1/1/00,Personal Auto,Sports Car,1272.546918
HB53755,Oregon,F,High School or Below,3849.5967,0.0,106.0,1/0/00,Personal Auto,Sports Car,763.2
UF77079,Arizona,F,High School or Below,15265.8149,58361.0,95.0,1/0/00,Personal Auto,Four-Door Car,43.599861
TD20252,Arizona,M,College,5317.807199999999,74092.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
TH68362,California,F,College,2374.8092,0.0,64.0,1/0/00,Corporate Auto,Four-Door Car,380.822087
TO34442,Washington,M,College,5532.8633,59768.0,71.0,1/1/00,Personal Auto,Four-Door Car,340.8
MP96373,Washington,M,Master,5719.785699999999,54585.0,7575.0,1/1/00,Personal Auto,Two-Door Car,340.8
CV72453,Oregon,F,High School or Below,4512.2044,0.0,125.0,1/0/00,Corporate Auto,SUV,900.0
OY92520,California,F,Bachelor,7264.8039,12075.0,94.0,1/0/00,Personal Auto,Four-Door Car,451.2
UY95530,California,M,College,8658.8638,62464.0,109.0,1/0/00,Personal Auto,Sports Car,400.181882
FB84235,Oregon,M,College,5498.940699999999,22520.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4
MJ14480,Arizona,F,High School or Below,5599.3829000000005,35012.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6
KW81128,Arizona,F,College,15228.1987,95140.0,126.0,1/0/00,Personal Auto,Sports Car,45.049184999999994
DQ98402,Nevada,F,High School or Below,3644.8336,82477.0,90.0,1/0/00,Corporate Auto,Two-Door Car,432.0
WN53966,California,M,Master,3693.4408000000003,85871.0,92.0,1/1/00,Personal Auto,Four-Door Car,112.63353899999998
QK69627,Washington,F,High School or Below,9388.162900000001,75264.0,78.0,1/0/00,Personal Auto,Four-Door Car,343.34030099999995
QC55306,Washington,M,High School or Below,31162.6933,83170.0,97.0,1/0/00,Personal Auto,Four-Door Car,344.118069
WV79842,California,M,High School or Below,9283.7378,24314.0,235.0,1/0/00,Personal Auto,Luxury SUV,1128.0
DF40318,Oregon,M,Master,2551.2267,79751.0,63.0,1/0/00,Corporate Auto,Two-Door Car,392.235698
TN90661,Nevada,M,High School or Below,5811.918100000001,83318.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.6
ZU88029,Oregon,F,Master,4064.6706,26161.0,109.0,1/0/00,Personal Auto,Sports Car,594.4445860000001
TQ88221,California,F,Bachelor,2841.4431,30473.0,72.0,1/0/00,Corporate Auto,Four-Door Car,450.08010099999996
